Type,Qualifier,Name,Systematic_Name,Chromosome,Start,End
ARS_consensus_sequence,,,,chrIII,315821,315831
ORF,Uncharacterized,,YCR108C,chrIII,315997,316188
CDS,,,,chrIII,315997,316188
X_element_combinatorial_repeat,,,,chrIII,316240,316521
telomeric_repeat,,,,chrIII,316522,316620
telomere,,,TEL04L,chrIV,1,904
telomeric_repeat,,,,chrIV,1,154
ARS,,,ARS400,chrIV,137,1392
X_element_combinatorial_repeat,,,,chrIV,155,434
X_element,,,,chrIV,435,904
ARS_consensus_sequence,,,,chrIV,853,869
ORF,Verified,COnserved Sequence,YDL248W,chrIV,1802,2953
CDS,,,,chrIV,1802,2953
ORF,Dubious,,YDL247W-A,chrIV,3762,3836
CDS,,,,chrIV,3762,3836
ORF,Verified,Maltose Permease Homolog,YDL247W,chrIV,5985,7814
CDS,,,,chrIV,5985,7814
ORF,Verified,,YDL246C,chrIV,8683,9756
CDS,,,,chrIV,8683,9756
ORF,Verified,HeXose Transporter,YDL245C,chrIV,11657,13360
CDS,,,,chrIV,11657,13360
ARS,,,ARS403,chrIV,15493,15739
ARS_consensus_sequence,,,,chrIV,15666,15682
ORF,Verified,THIamine metabolism,YDL244W,chrIV,16204,17226
CDS,,,,chrIV,16204,17226
ORF,Verified,Aryl-Alcohol Dehydrogenase,YDL243C,chrIV,17577,18566
CDS,,,,chrIV,17577,18566
ORF,Uncharacterized,,YDL242W,chrIV,18959,19312
CDS,,,,chrIV,18959,19312
ORF,Uncharacterized,,YDL241W,chrIV,20635,21006
CDS,,,,chrIV,20635,21006
ORF,Dubious,,YDL240C-A,chrIV,22471,22608
CDS,,,,chrIV,22471,22608
ORF,Verified,Lim-RhoGap homolog,YDL240W,chrIV,22823,25876
CDS,,,,chrIV,22823,25876
ORF,Verified,Accumulation of DYads,YDL239C,chrIV,26403,28775
CDS,,,,chrIV,26403,28775
ORF,Verified,GUanine Deaminase,YDL238C,chrIV,28985,30454
CDS,,,,chrIV,28985,30454
ORF,Verified,Altered Inheritance rate of Mitochondria,YDL237W,chrIV,30657,31829
CDS,,,,chrIV,30657,31829
ORF,Verified,PHOsphate metabolism,YDL236W,chrIV,32296,33234
CDS,,,,chrIV,32296,33234
ORF,Verified,tYrosine Phosphatase Dependent,YDL235C,chrIV,33415,33918
CDS,,,,chrIV,33415,33918
ORF,Verified,Gtpase-activating protein for Ypt7 Protein,YDL234C,chrIV,34237,36477
CDS,,,,chrIV,34237,36477
ORF,Uncharacterized,Morphogenetic regulator of Filamentous Growth,YDL233W,chrIV,36797,38173
CDS,,,,chrIV,36797,38173
ORF,Verified,OligoSaccharylTransferase,YDL232W,chrIV,38487,38597
CDS,,,,chrIV,38487,38597
ORF,Verified,BREfeldin A sensitivity,YDL231C,chrIV,38867,42244
CDS,,,,chrIV,38867,42244
ORF,Verified,Protein Tyrosine Phosphatase,YDL230W,chrIV,42700,43707
CDS,,,,chrIV,42700,43707
ORF,Verified,Stress-Seventy subfamily B,YDL229W,chrIV,44065,45906
CDS,,,,chrIV,44065,45906
ORF,Dubious,,YDL228C,chrIV,45277,45918
CDS,,,,chrIV,45277,45918
ARS,,Autonomously Replicating Sequence,ARS404,chrIV,46185,46237
ARS_consensus_sequence,,,,chrIV,46214,46230
ORF,Verified,HOmothallic switching endonuclease,YDL227C,chrIV,46271,48031
CDS,,,,chrIV,46271,48031
ORF,Verified,Growth Cold Sensitive,YDL226C,chrIV,51115,52173
CDS,,,,chrIV,51115,52173
ORF,Verified,Seventh Homolog of Septin,YDL225W,chrIV,52445,54100
CDS,,,,chrIV,52445,54100
ORF,Verified,WHIskey,YDL224C,chrIV,54397,56346
CDS,,,,chrIV,54397,56346
ORF,Verified,HuB1 Target,YDL223C,chrIV,57265,60405
CDS,,,,chrIV,57265,60405
ORF,Verified,Found in Mitochondrial Proteome,YDL222C,chrIV,60872,61801
CDS,,,,chrIV,60872,61801
ORF,Dubious,,YDL221W,chrIV,62011,62562
CDS,,,,chrIV,62011,62562
ORF,Verified,Cell Division Cycle,YDL220C,chrIV,62244,65018
CDS,,,,chrIV,62244,65018
ORF,Verified,D-Tyr-tRNA(Tyr) Deacylase,YDL219W,chrIV,65242,65765
CDS,,,,chrIV,65242,65306
intron,,,,chrIV,65307,65377
CDS,,,,chrIV,65378,65765
ORF,Uncharacterized,,YDL218W,chrIV,66493,67446
CDS,,,,chrIV,66493,67446
ORF,Verified,Translocase of the Inner Mitochondrial membrane,YDL217C,chrIV,67983,68606
CDS,,,,chrIV,67983,68606
ORF,Verified,Regulator of Rub1 specific Isopeptidase,YDL216C,chrIV,68997,70319
CDS,,,,chrIV,68997,70319
ORF,Verified,Glutamate DeHydrogenase,YDL215C,chrIV,70640,73918
CDS,,,,chrIV,70640,73918
ORF,Verified,Pheromone Response Regulator,YDL214C,chrIV,74446,76545
CDS,,,,chrIV,74446,76545
ORF,Verified,NucleOlar Protein,YDL213C,chrIV,77289,77966
CDS,,,,chrIV,77289,77966
ORF,Verified,Super high Histidine Resistant,YDL212W,chrIV,78426,79058
CDS,,,,chrIV,78426,79058
ORF,Uncharacterized,,YDL211C,chrIV,79294,80412
CDS,,,,chrIV,79294,80412
tRNA gene,,,YNCD0001W,chrIV,83548,83618
noncoding_exon,,,,chrIV,83548,83618
ORF,Verified,Utilization of GAba,YDL210W,chrIV,84270,85985
CDS,,,,chrIV,84270,85985
ARS,,,ARS405,chrIV,85945,86176
ARS_consensus_sequence,,,,chrIV,86109,86125
ORF,Verified,Complexed With Cef1p,YDL209C,chrIV,86207,87226
CDS,,,,chrIV,86207,87226
ORF,Verified,Non-Histone Protein,YDL208W,chrIV,87512,87982
CDS,,,,chrIV,87512,87982
ORF,Verified,GLFG (glycine-leucine-phenylalanine-glycine) LEthal,YDL207W,chrIV,88248,89864
CDS,,,,chrIV,88248,89864
ORF,Uncharacterized,,YDL206W,chrIV,90176,92464
CDS,,,,chrIV,90176,92464
ORF,Verified,HEMe biosynthesis,YDL205C,chrIV,92762,93745
CDS,,,,chrIV,92762,93745
ORF,Verified,ReTiculoN-like,YDL204W,chrIV,94605,95786
CDS,,,,chrIV,94605,95786
ORF,Verified,Activator of C Kinase 1,YDL203C,chrIV,96082,97953
CDS,,,,chrIV,96082,97953
ORF,Verified,"Mitochondrial Ribosomal Protein, Large subunit",YDL202W,chrIV,98475,99224
CDS,,,,chrIV,98475,99224
ORF,Verified,Transfer RNA Methyltransferase,YDL201W,chrIV,99561,100421
CDS,,,,chrIV,99561,100421
ORF,Verified,O-6-MethylGuanine-DNA methylTransferase,YDL200C,chrIV,100501,101067
CDS,,,,chrIV,100501,101067
ORF,Uncharacterized,,YDL199C,chrIV,101290,103353
CDS,,,,chrIV,101290,103353
ORF,Verified,GDP/GTP Carrier,YDL198C,chrIV,103649,104551
CDS,,,,chrIV,103649,104551
ORF,Verified,Anti-Silencing Function,YDL197C,chrIV,104917,106494
CDS,,,,chrIV,104917,106494
ORF,Dubious,,YDL196W,chrIV,106741,107070
CDS,,,,chrIV,106741,107070
ORF,Verified,SECretory,YDL195W,chrIV,107208,111029
CDS,,,,chrIV,107208,111029
ORF,Verified,Sucrose NonFermenting,YDL194W,chrIV,111580,114234
CDS,,,,chrIV,111580,114234
ORF,Verified,Nuclear Undecaprenyl pyrophosphate Synthase,YDL193W,chrIV,114672,115799
CDS,,,,chrIV,114672,115799
ORF,Verified,ADP-Ribosylation Factor,YDL192W,chrIV,116321,116866
CDS,,,,chrIV,116321,116866
ORF,Verified,Ribosomal Protein of the Large subunit,YDL191W,chrIV,117664,118517
CDS,,,,chrIV,117664,117666
intron,,,,chrIV,117667,118157
CDS,,,,chrIV,118158,118517
ORF,Verified,Ubiquitin Fusion Degradation,YDL190C,chrIV,118707,121592
CDS,,,,chrIV,118707,121592
five_prime_UTR_intron,,,,chrIV,122078,122176
ORF,Verified,RNA-Binding Suppressor of PAS kinase,YDL189W,chrIV,122216,123589
CDS,,,,chrIV,122216,123589
ARS,,,ARS406,chrIV,123617,123901
ARS_consensus_sequence,,,,chrIV,123779,123795
ORF,Verified,Protein PHosphatase,YDL188C,chrIV,123865,124998
CDS,,,,chrIV,123865,124998
ORF,Dubious,,YDL187C,chrIV,125509,125838
CDS,,,,chrIV,125509,125838
ORF,Uncharacterized,,YDL186W,chrIV,125616,126449
CDS,,,,chrIV,125616,126449
ORF,Dubious,,YDL185C-A,chrIV,126608,126835
CDS,,,,chrIV,126608,126835
ORF,Verified,Vacuolar Membrane Atpase,YDL185W,chrIV,126787,130002
CDS,,,,chrIV,126787,130002
intein_encoding_region,,,,chrIV,127636,129000
intein encoding region,,VMA1-Derived Endonuclease,VDE,chrIV,127636,129000
ORF,Verified,Ribosomal Protein of the Large subunit,YDL184C,chrIV,130407,130484
CDS,,,,chrIV,130407,130484
ORF,Verified,Mitochondrial oRganization of gene eXpression (MIOREX),YDL183C,chrIV,130871,131833
CDS,,,,chrIV,130871,131833
ORF,Verified,LYSine requiring,YDL182W,chrIV,133437,134723
CDS,,,,chrIV,133437,134723
ORF,Verified,INHibitor (of F1F0-ATPase),YDL181W,chrIV,135179,135436
CDS,,,,chrIV,135179,135436
ORF,Uncharacterized,,YDL180W,chrIV,135896,137539
CDS,,,,chrIV,135896,137539
ORF,Verified,Pho85 CycLin,YDL179W,chrIV,138291,139205
CDS,,,,chrIV,138291,139205
ORF,Verified,D-Lactate Dehydrogenase,YDL178W,chrIV,139522,141114
CDS,,,,chrIV,139522,141114
ORF,Uncharacterized,,YDL177C,chrIV,141209,141721
CDS,,,,chrIV,141209,141721
ORF,Verified,Involved in actin Patch Formation,YDL176W,chrIV,142097,144223
CDS,,,,chrIV,142097,144223
ORF,Verified,Arginine methyltransferase-Interacting RING finger protein,YDL175C,chrIV,144484,145518
CDS,,,,chrIV,144484,145518
ORF,Verified,D-Lactate Dehydrogenase,YDL174C,chrIV,145826,147589
CDS,,,,chrIV,145826,147589
ORF,Verified,Phosphorylated After Rapamycin,YDL173W,chrIV,148191,149078
CDS,,,,chrIV,148191,149078
ORF,Dubious,,YDL172C,chrIV,148607,149086
CDS,,,,chrIV,148607,149086
ORF,Verified,GLuTamate synthase,YDL171C,chrIV,149203,155640
CDS,,,,chrIV,149203,155640
ORF,Verified,Utilization of GAba,YDL170W,chrIV,156318,157904
CDS,,,,chrIV,156318,157904
ORF,Verified,Unidentified Gene X,YDL169C,chrIV,158064,158735
CDS,,,,chrIV,158064,158735
ORF,Verified,Sensitive to FormAldehyde,YDL168W,chrIV,159604,160764
CDS,,,,chrIV,159604,160764
ORF,Verified,N (asparagine)-Rich Protein,YDL167C,chrIV,160995,163154
CDS,,,,chrIV,160995,163154
ORF,Verified,Factor Activating Pos9,YDL166C,chrIV,163449,164042
CDS,,,,chrIV,163449,164042
ORF,Verified,Cell Division Cycle,YDL165W,chrIV,164290,164865
CDS,,,,chrIV,164290,164865
ORF,Verified,Cell Division Cycle,YDL164C,chrIV,164987,167254
CDS,,,,chrIV,164987,167254
ORF,Dubious,,YDL163W,chrIV,166956,167258
CDS,,,,chrIV,166956,167258
ORF,Dubious,,YDL162C,chrIV,167359,167715
CDS,,,,chrIV,167359,167715
ORF,Verified,Epsin N-Terminal homology,YDL161W,chrIV,167714,169078
CDS,,,,chrIV,167714,169078
ORF,Verified,Mph1-associated Histone-Fold protein,YDL160C-A,chrIV,169366,169608
CDS,,,,chrIV,169366,169608
ORF,Verified,DEAD box Helicase Homolog,YDL160C,chrIV,170410,171930
CDS,,,,chrIV,170410,171930
ORF,Uncharacterized,,YDL159W-A,chrIV,172182,172313
CDS,,,,chrIV,172182,172313
ORF,Verified,STErile,YDL159W,chrIV,172481,174028
CDS,,,,chrIV,172481,174028
ORF,Dubious,,YDL159C-B,chrIV,173056,173232
CDS,,,,chrIV,173056,173232
ORF,Dubious,,YDL158C,chrIV,173866,174174
CDS,,,,chrIV,173866,174174
ORF,Uncharacterized,,YDL157C,chrIV,174232,174588
CDS,,,,chrIV,174232,174588
ORF,Verified,Changed Mutation Rate,YDL156W,chrIV,174918,176486
CDS,,,,chrIV,174918,176486
ORF,Verified,CycLin B,YDL155W,chrIV,176773,178056
CDS,,,,chrIV,176773,178056
ORF,Verified,MutS Homolog,YDL154W,chrIV,178334,181039
CDS,,,,chrIV,178334,181039
ORF,Verified,Something About Silencing,YDL153C,chrIV,181186,183018
CDS,,,,chrIV,181186,183018
ORF,Dubious,,YDL152W,chrIV,182822,183187
CDS,,,,chrIV,182822,183187
ORF,Dubious,BUD site selection,YDL151C,chrIV,183318,183899
CDS,,,,chrIV,183318,183899
ORF,Verified,RNA Polymerase C,YDL150W,chrIV,183343,184611
CDS,,,,chrIV,183343,184611
ORF,Verified,AuTophaGy related,YDL149W,chrIV,184925,187918
CDS,,,,chrIV,184925,187918
ORF,Verified,NucleOlar Protein,YDL148C,chrIV,188154,190586
CDS,,,,chrIV,188154,190586
ORF,Verified,Regulatory Particle Non-ATPase,YDL147W,chrIV,190924,192261
CDS,,,,chrIV,190924,192261
ORF,Verified,Low Dye Binding,YDL146W,chrIV,192750,194225
CDS,,,,chrIV,192750,194225
ORF,Verified,COat Protein,YDL145C,chrIV,194571,198176
CDS,,,,chrIV,194571,198176
ORF,Verified,,YDL144C,chrIV,198662,199732
CDS,,,,chrIV,198662,199732
ORF,Verified,Chaperonin Containing TCP-1,YDL143W,chrIV,199996,201582
CDS,,,,chrIV,199996,201582
ORF,Verified,CaRDiolipin synthase,YDL142C,chrIV,201719,202570
CDS,,,,chrIV,201719,202570
ORF,Verified,Biotin:apoProtein Ligase,YDL141W,chrIV,203039,205111
CDS,,,,chrIV,203039,205111
ORF,Verified,RNA POlymerase,YDL140C,chrIV,205360,210561
CDS,,,,chrIV,205360,210561
ORF,Verified,Suppressor of Chromosome Missegregation,YDL139C,chrIV,211375,212046
CDS,,,,chrIV,211375,212046
ARS,,,ARS409,chrIV,212519,212618
ARS_consensus_sequence,,,,chrIV,212578,212594
ORF,Verified,Restores Glucose Transport,YDL138W,chrIV,213351,215642
CDS,,,,chrIV,213351,215642
five_prime_UTR_intron,,,,chrIV,216158,216489
ORF,Verified,ADP-Ribosylation Factor,YDL137W,chrIV,216529,217074
CDS,,,,chrIV,216529,217074
ORF,Verified,Ribosomal Protein of the Large subunit,YDL136W,chrIV,217600,218367
CDS,,,,chrIV,217600,217602
intron,,,,chrIV,217603,218007
CDS,,,,chrIV,218008,218367
ORF,Verified,Rho GDP Dissociation Inhibitor,YDL135C,chrIV,218680,219288
CDS,,,,chrIV,218680,219288
ORF,Verified,Protein PHosphatase,YDL134C,chrIV,219662,220771
CDS,,,,chrIV,219662,220771
ORF,Verified,Ribosomal Protein of the Large subunit,YDL133C-A,chrIV,221724,221801
CDS,,,,chrIV,221724,221801
ORF,Verified,Spo14 Regulatory Factor,YDL133W,chrIV,222427,223740
CDS,,,,chrIV,222427,223740
ORF,Verified,Cell Division Cycle,YDL132W,chrIV,224304,226751
CDS,,,,chrIV,224304,226751
ORF,Verified,LYSine,YDL131W,chrIV,227393,228715
CDS,,,,chrIV,227393,228715
ORF,Verified,STabilizing Factor,YDL130W-A,chrIV,229171,229431
CDS,,,,chrIV,229171,229431
ORF,Verified,Ribosomal Protein P1 Beta,YDL130W,chrIV,229906,230527
CDS,,,,chrIV,229906,230019
intron,,,,chrIV,230020,230320
CDS,,,,chrIV,230321,230527
ORF,Verified,,YDL129W,chrIV,231024,231899
CDS,,,,chrIV,231024,231899
ORF,Verified,VaCuolar H+/Ca2+ eXchanger,YDL128W,chrIV,232652,233887
CDS,,,,chrIV,232652,233887
ORF,Verified,Pho85 CycLin,YDL127W,chrIV,234927,235853
CDS,,,,chrIV,234927,235853
ARS,,,ARS409.5,chrIV,235937,236185
ORF,Verified,Cell Division Cycle,YDL126C,chrIV,236157,238664
CDS,,,,chrIV,236157,238664
ORF,Verified,Histidine triad NucleoTide-binding,YDL125C,chrIV,239019,239606
CDS,,,,chrIV,239019,239398
intron,,,,chrIV,239399,239509
CDS,,,,chrIV,239510,239606
ORF,Verified,,YDL124W,chrIV,240259,241197
CDS,,,,chrIV,240259,241197
ORF,Verified,Sensitivity to NA+,YDL123W,chrIV,241418,241840
CDS,,,,chrIV,241418,241840
ORF,Verified,UBiquitin-specific Protease,YDL122W,chrIV,242552,244981
CDS,,,,chrIV,242552,244981
ORF,Verified,ER eXport of Pma1,YDL121C,chrIV,245133,245582
CDS,,,,chrIV,245133,245582
ORF,Verified,Yeast Frataxin Homolog,YDL120W,chrIV,245923,246447
CDS,,,,chrIV,245923,246447
ORF,Verified,HEMe synthesis by SLC25 family member,YDL119C,chrIV,246689,247612
CDS,,,,chrIV,246689,247612
ORF,Dubious,,YDL118W,chrIV,247302,247682
CDS,,,,chrIV,247302,247682
ORF,Verified,CYtoKinesis,YDL117W,chrIV,248581,251238
CDS,,,,chrIV,248581,251238
ORF,Verified,NUclear Pore,YDL116W,chrIV,251566,253746
CDS,,,,chrIV,251566,253746
ARS,,,ARS410,chrIV,253791,254039
ARS_consensus_sequence,,,,chrIV,253932,253948
ORF,Verified,Interacts With RNA polymerase II,YDL115C,chrIV,253995,255126
CDS,,,,chrIV,253995,254974
ORF,Dubious,,YDL114W-A,chrIV,254935,255048
CDS,,,,chrIV,254935,255048
intron,,,,chrIV,254975,255044
CDS,,,,chrIV,255045,255126
ORF,Uncharacterized,,YDL114W,chrIV,255604,256530
CDS,,,,chrIV,255604,256530
ARS,,,ARS411,chrIV,256530,256633
ORF,Verified,AuTophaGy related,YDL113C,chrIV,256633,258555
CDS,,,,chrIV,256633,258555
ORF,Verified,Transfer RNA Methyltransferase,YDL112W,chrIV,258915,263225
CDS,,,,chrIV,258915,263225
ORF,Verified,Ribosomal RNA Processing,YDL111C,chrIV,263313,264110
CDS,,,,chrIV,263313,264110
ORF,Verified,Translation Machinery Associated,YDL110C,chrIV,264512,264964
CDS,,,,chrIV,264512,264964
ORF,Uncharacterized,,YDL109C,chrIV,265258,267201
CDS,,,,chrIV,265258,267201
ORF,Verified,protein KINase,YDL108W,chrIV,267698,268699
CDS,,,,chrIV,267698,267725
intron,,,,chrIV,267726,267806
CDS,,,,chrIV,267807,268699
ORF,Verified,Mitochondrial Splicing,YDL107W,chrIV,268921,269976
CDS,,,,chrIV,268921,269976
ORF,Verified,PHOsphate metabolism,YDL106C,chrIV,270222,271901
CDS,,,,chrIV,270222,271901
ORF,Verified,Non-SMC Element,YDL105W,chrIV,272389,273597
CDS,,,,chrIV,272389,273597
ORF,Verified,,YDL104C,chrIV,273653,274876
CDS,,,,chrIV,273653,274876
ORF,Verified,,YDL103C,chrIV,275148,276581
CDS,,,,chrIV,275148,276581
ORF,Verified,POLymerase,YDL102W,chrIV,276872,280165
CDS,,,,chrIV,276872,280165
ORF,Verified,DNA-damage UNinducible,YDL101C,chrIV,280307,281848
CDS,,,,chrIV,280307,281848
ORF,Verified,Guided Entry of Tail-anchored proteins,YDL100C,chrIV,282112,283176
CDS,,,,chrIV,282112,283176
ORF,Verified,Binder of USO1 and GRH1,YDL099W,chrIV,283419,284444
CDS,,,,chrIV,283419,284444
ORF,Verified,Small NUclear ribonucleoprotein associated,YDL098C,chrIV,284581,285165
CDS,,,,chrIV,284581,285165
ORF,Verified,Regulatory Particle Non-ATPase,YDL097C,chrIV,285391,286695
CDS,,,,chrIV,285391,286695
ORF,Dubious,OverProducer of Inositol,YDL096C,chrIV,286998,287324
CDS,,,,chrIV,286998,287324
ORF,Verified,Protein O-MannosylTransferase,YDL095W,chrIV,287059,289512
CDS,,,,chrIV,287059,289512
ORF,Dubious,,YDL094C,chrIV,289572,290081
CDS,,,,chrIV,289572,290081
ORF,Verified,Protein O-MannosylTransferase,YDL093W,chrIV,289909,292140
CDS,,,,chrIV,289909,292140
ORF,Verified,Signal Recognition Particle,YDL092W,chrIV,292781,293221
CDS,,,,chrIV,292781,293221
ORF,Verified,UBiquitin regulatory X,YDL091C,chrIV,293392,294759
CDS,,,,chrIV,293392,294759
ORF,Verified,RAS protein and A-factor Maturation,YDL090C,chrIV,295034,296329
CDS,,,,chrIV,295034,296329
ORF,Verified,NUclear Rim1,YDL089W,chrIV,296820,298274
CDS,,,,chrIV,296820,298274
ORF,Verified,Anti-Suppressor in Multicopy,YDL088C,chrIV,298417,300003
CDS,,,,chrIV,298417,300003
ORF,Verified,Lethal Unless Cap-binding complex is produced,YDL087C,chrIV,300214,300999
CDS,,,,chrIV,300214,300999
ORF,Uncharacterized,,YDL086W,chrIV,301413,302234
CDS,,,,chrIV,301413,302234
ORF,Dubious,,YDL086C-A,chrIV,301655,302089
CDS,,,,chrIV,301655,302089
ORF,Uncharacterized,,YDL085C-A,chrIV,302464,302670
CDS,,,,chrIV,302464,302670
ORF,Verified,"NADH Dehydrogenase, External",YDL085W,chrIV,303211,304848
CDS,,,,chrIV,303211,304848
ORF,Verified,SUppressor of Brr1-1,YDL084W,chrIV,305237,306577
CDS,,,,chrIV,305237,306577
ORF,Verified,Ribosomal Protein of the Small subunit,YDL083C,chrIV,306926,307789
CDS,,,,chrIV,306926,307333
intron,,,,chrIV,307334,307765
CDS,,,,chrIV,307766,307789
ORF,Verified,Ribosomal Protein of the Large subunit,YDL082W,chrIV,308424,309388
CDS,,,,chrIV,308424,308427
intron,,,,chrIV,308428,308792
CDS,,,,chrIV,308793,309388
ORF,Verified,Ribosomal Protein P1 Alpha,YDL081C,chrIV,309802,310122
CDS,,,,chrIV,309802,310122
ORF,Verified,THIamine metabolism,YDL080C,chrIV,310642,312471
CDS,,,,chrIV,310642,312471
ORF,Verified,Mds1p Related Kinase,YDL079C,chrIV,312951,314748
CDS,,,,chrIV,312951,314044
intron,,,,chrIV,314045,314336
CDS,,,,chrIV,314337,314748
ORF,Verified,Malate DeHydrogenase,YDL078C,chrIV,315357,316388
CDS,,,,chrIV,315357,316388
ARS,,,ARS412,chrIV,316771,317230
ARS_consensus_sequence,,,,chrIV,316862,316878
ORF,Verified,VAcuolar Morphogenesis,YDL077C,chrIV,316971,320120
CDS,,,,chrIV,316971,320120
ORF,Verified,,YDL076C,chrIV,320668,321552
CDS,,,,chrIV,320668,321552
ORF,Verified,Ribosomal Protein of the Large subunit,YDL075W,chrIV,322226,322988
CDS,,,,chrIV,322226,322282
intron,,,,chrIV,322283,322703
CDS,,,,chrIV,322704,322988
snoRNA gene,,Small Nucleolar RNA,YNCD0002C,chrIV,323217,323471
noncoding_exon,,,,chrIV,323217,323471
ORF,Verified,BREfeldin A sensitivity,YDL074C,chrIV,324047,326149
CDS,,,,chrIV,324047,326149
ORF,Verified,Associated with HKr1,YDL073W,chrIV,326613,329567
CDS,,,,chrIV,326613,329567
ARS,,,ARS413,chrIV,329566,329814
ARS_consensus_sequence,,,,chrIV,329671,329687
ORF,Verified,Yeast Endoplasmic reticulum Transmembrane protein,YDL072C,chrIV,329836,330447
CDS,,,,chrIV,329836,330447
ORF,Dubious,,YDL071C,chrIV,330666,331040
CDS,,,,chrIV,330666,331040
ORF,Verified,BromoDomain Factor,YDL070W,chrIV,331024,332940
CDS,,,,chrIV,331024,332940
ORF,Verified,Cytochrome B Synthesis,YDL069C,chrIV,333121,333810
CDS,,,,chrIV,333121,333810
ORF,Dubious,,YDL068W,chrIV,333500,333829
CDS,,,,chrIV,333500,333829
ORF,Verified,Cytochrome c OXidase,YDL067C,chrIV,334217,334396
CDS,,,,chrIV,334217,334396
ORF,Verified,"Isocitrate Dehydrogenase, NADP-specific",YDL066W,chrIV,334835,336121
CDS,,,,chrIV,334835,336121
ORF,Verified,PEroXisome related,YDL065C,chrIV,336249,337277
CDS,,,,chrIV,336249,337277
ORF,Verified,UBiquitin-Conjugating,YDL064W,chrIV,337487,338070
CDS,,,,chrIV,337487,337524
intron,,,,chrIV,337525,337634
CDS,,,,chrIV,337635,338070
ORF,Verified,SYnchronized impOrt or SYmpOrtin,YDL063C,chrIV,338272,340134
CDS,,,,chrIV,338272,340134
ORF,Dubious,,YDL062W,chrIV,339857,340282
CDS,,,,chrIV,339857,340282
ORF,Verified,Ribosomal Protein of the Small subunit,YDL061C,chrIV,340628,340798
CDS,,,,chrIV,340628,340798
five_prime_UTR_intron,,,,chrIV,340811,341219
ORF,Verified,Twenty S rRNA accumulation,YDL060W,chrIV,341619,343985
CDS,,,,chrIV,341619,343985
ORF,Verified,RADiation sensitive,YDL059C,chrIV,344237,344953
CDS,,,,chrIV,344237,344953
ORF,Verified,yUSOu - transport in Japanese,YDL058W,chrIV,345665,351037
CDS,,,,chrIV,345665,351037
ORF,Uncharacterized,,YDL057W,chrIV,351434,352420
CDS,,,,chrIV,351434,352420
ORF,Verified,MluI-box Binding Protein,YDL056W,chrIV,352877,355378
CDS,,,,chrIV,352877,355378
ORF,Verified,,YDL055C,chrIV,355674,356759
CDS,,,,chrIV,355674,356759
tRNA gene,,,YNCD0003W,chrIV,359577,359672
noncoding_exon,,,,chrIV,359577,359613
intron,,,,chrIV,359614,359636
